OBJECTID,CALL,LICENSEE,ULS_ID,Shape__Area,Shape__Length
516,KNKA723,"UNITED STATES CELLULAR OPERATING COMPANY OF RICHLAND, INC.",12206,22058618054,676788.8604
517,KNKA724,TEXAHOMA CELLULAR LP,13317,7494832755,328194.7524
518,KNKA725,NEW PAR,13167,16316882036,610742.1218
519,KNKA726,"RCC MINNESOTA, INC.",13335,34208330439,848050.691
520,KNKA727,MILWAUKEE SMSA LP,11604,6229539072,296928.9158
521,KNKA728,VERIZON WIRELESS (VAW) LLC,12110,14347787344,457200.2882
522,KNKA729,"ALLTEL COMMUNICATIONS, LLC",12587,10708117463,428638.2488
523,KNKA730,"NEW CINGULAR WIRELESS PCS, LLC",11992,7830692377,342148.5501
524,KNKA731,"NEW CINGULAR WIRELESS PCS, LLC",13207,39177109171,1502716.295
525,KNKA732,"NEW CINGULAR WIRELESS PCS, LLC",11818,61279700849,1240475.717
526,KNKA733,VERIZON WIRELESS (VAW) LLC,11610,24420436658,628606.6533
527,KNKA734,ALLTEL COMMUNICATIONS OF LACROSSE LP,12815,7617861991,355327.7202
528,KNKA735,VERIZON WIRELESS (VAW) LLC,11611,27187797761,832447.3576
529,KNKA736,"SOUTHWESTCO WIRELESS, L.P.",12744,7684260061,325036.2146
530,KNKA737,BISMARCK MSA LP,12591,31713046803,785924.2535
531,KNKA738,"NEW CINGULAR WIRELESS PCS, LLC",12808,22730885499,660670.885
532,KNKA739,"NEW CINGULAR WIRELESS PCS, LLC",12777,7717015967,369887.041
533,KNKA740,"MIDWEST WIRELESS COMMUNICATIONS, LLC",13332,8982647736,371512.931
534,KNKA741,"NEW CINGULAR WIRELESS PCS, LLC",12713,9666764875,369602.2043
535,KNKA742,"NEW CINGULAR WIRELESS PCS, LLC",12928,6574980316,306136.4281
536,KNKA743,"NEW CINGULAR WIRELESS PCS, LLC",12188,13690021540,457784.8263
537,KNKA745,CELLCO PARTNERSHIP,13398,7695731413,339954.5798
538,KNKA746,AT&T MOBILITY WIRELESS OPERATIONS HOLDINGS INC.,12935,10489515457,436878.7631
539,KNKA747,"NEW CINGULAR WIRELESS PCS, LLC",12476,13065146746,459269.2866
540,KNKA748,"NEW CINGULAR WIRELESS PCS, LLC",13159,9843498281,401148.7301
541,KNKA749,"NEW CINGULAR WIRELESS PCS, LLC",13224,10156143163,406916.1048
542,KNKA750,"NEW CINGULAR WIRELESS PCS, LLC",12213,15230820049,560064.3385
543,KNKA751,REDDING MSA LP,12841,32862824589,753845.1117
544,KNKA752,"ALLTEL COMMUNICATIONS, LLC",12557,10713416400,419885.4222
545,KNKA753,AT&T MOBILITY WIRELESS OPERATIONS HOLDINGS INC.,13277,15556540407,512466.7979
546,KNKA754,"NEW CINGULAR WIRELESS PCS, LLC",11829,51759414394,1053353.357
547,KNKA755,"NEW CINGULAR WIRELESS PCS, LLC",11512,26178948076,676507.4657
548,KNKA756,JACKSONVILLE CELLULAR TELEPHONE COMPANY,13045,7752676049,328804.1326
549,KNKA757,"NEW CINGULAR WIRELESS PCS, LLC",12033,16703274463,561677.1606
550,KNKA758,WILMINGTON CELLULAR TELEPHONE COMPANY,11913,13781172056,436444.5045
551,KNKA759,"NEW CINGULAR WIRELESS PCS, LLC",11847,6667214742,311479.605
552,KNKA760,"NEW CINGULAR WIRELESS PCS, LLC",12974,5056141310,272410.3112
553,KNKA761,PETERSBURG CELLULAR PARTNERSHIP,11853,8613145739,347735.0554
554,KNKA762,"NEW CINGULAR WIRELESS PCS, LLC",13199,14994004943,556610.9262
555,KNKA763,"NEW CINGULAR WIRELESS PCS, LLC",13091,14417197210,489401.2452
556,KNKA764,"WWC HOLDING CO., INC.",13081,14547939627,647975.5118
557,KNKA765,"ALLTEL COMMUNICATIONS, LLC",13281,11985440604,489594.8726
558,KNKA766,"NEW CINGULAR WIRELESS PCS, LLC",12778,15809185231,495996.8538
559,KNKA768,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER IOWA, LLC",12152,11286917367,436284.28
560,KNKA769,"NEW CINGULAR WIRELESS PCS, LLC",13058,10515267229,408695.916
561,KNKA770,CELLCO PARTNERSHIP,12412,8882806675,385214.6318
562,KNKA772,ST. JOSEPH CELLTELCO,12970,7859863304,349508.824
563,KNKA773,"NEW CINGULAR WIRELESS PCS, LLC",12399,20961532159,631015.0203
564,KNKA774,"NEW CINGULAR WIRELESS PCS, LLC",13252,21310094957,656798.3119
565,KNKA775,"NEW CINGULAR WIRELESS PCS, LLC",12542,19777707759,576377.7373
566,KNKA776,"NEW CINGULAR WIRELESS PCS, LLC",12720,23485362714,672316.3456
567,KNKA777,ILLINOIS SMSA LP,11522,9303038671,358654.8671
568,KNKA778,ILLINOIS SMSA LP,11603,6266913988,308764.9369
569,KNKA779,"NEW CINGULAR WIRELESS PCS, LLC",12417,11430594322,428017.7847
570,KNKA780,"NEW CINGULAR WIRELESS PCS, LLC",13043,12841023913,433286.6638
571,KNKA781,"NEW CINGULAR WIRELESS PCS, LLC",12686,27793662710,764238.2473
572,KNKA782,"ALLTEL COMMUNICATIONS WIRELESS OF LOUISIANA, INC.",13183,10620268598,432428.8934
573,KNKA783,TUSCALOOSA CELLULAR PARTNERSHIP,13203,13236988439,486715.0273
574,KNKA784,WWC LICENSE LLC,11948,6119481018,313070.9905
575,KNKA785,AT&T MOBILITY PUERTO RICO INC.,12048,8320238599,436671.8308
576,KNKA786,"UNITED STATES CELLULAR OPERATING COMPANY OF CUMBERLAND, LLC",13044,14176714623,478031.7874
577,KNKA787,"UNITED STATES CELLULAR OPERATING COMPANY OF CUMBERLAND, LLC",12755,8039957290,408690.5919
578,KNKA788,"NEW CINGULAR WIRELESS PCS, LLC",12527,11707312180,447400.7227
579,KNKA790,"NEW CINGULAR WIRELESS PCS, LLC",11819,28326928197,772852.2944
580,KNKA791,"NEW CINGULAR WIRELESS PCS, LLC",13017,10846926395,430678.059
581,KNKA792,"NEW CINGULAR WIRELESS PCS, LLC",12368,10211268260,397928.09
582,KNKA794,"ALLTEL COMMUNICATIONS, LLC",11976,19301965450,597569.078
583,KNKA795,NEW YORK SMSA LP,12262,7159507556,342585.7523
584,KNKA796,NEW YORK SMSA LP,12259,3407022689,232637.8473
585,KNKA797,"NEW CINGULAR WIRELESS PCS, LLC",13209,12715046154,489328.9362
586,KNKA798,"NEW CINGULAR WIRELESS PCS, LLC",11659,8391948335,360228.4814
587,KNKA799,"JACKSON CELLULAR TELEPHONE CO., INC.",12714,15425559581,512162.3009
588,KNKA802,PASCAGOULA CELLULAR PARTNERSHIP,13385,6075586884,307843.1354
589,KNKA803,UNITED STATES CELLULAR OPERATING COMPANY LLC,12693,9759963546,358131.0577
590,KNKA804,AT&T MOBILITY PUERTO RICO INC.,11598,3448127192,235935.6027
591,KNKA805,"UNITED STATES CELLULAR OPERATING COMPANY OF VIRGINIA RSA 3, INC.",12525,12688328030,460624.6741
592,KNKA806,"NEW CINGULAR WIRELESS PCS, LLC",13208,5120591633,273348.0568
593,KNKA807,"NEW CINGULAR WIRELESS PCS, LLC",13200,10481705175,384196.744
594,KNKA808,AT&T MOBILITY WIRELESS OPERATIONS HOLDINGS INC.,13227,30594694055,813721.2313
595,KNKA809,"NEW CINGULAR WIRELESS PCS, LLC",13334,12069435300,422932.2688
596,KNKA810,"NEW CINGULAR WIRELESS PCS, LLC",13275,7276021962,322916.9644
597,KNKA811,WWC TEXAS RSA LP,12456,6694202946,313268.9876
598,KNKA812,"UNITED STATES CELLULAR OPERATING COMPANY OF VIRGINIA RSA 3, INC.",13079,17780174593,572977.0279
599,KNKA813,"CENTRAL LOUISIANA LICENSE CO., LLC",13325,16589710655,509173.4723
600,KNKA814,"NEW CINGULAR WIRELESS PCS, LLC",13090,22489424391,657640.0916
601,KNKA815,CELLCO PARTNERSHIP,12429,5443094657,267456.5342
602,KNKA816,"NEW CINGULAR WIRELESS PCS, LLC",12427,14777728696,509187.978
603,KNKA817,"NEW CINGULAR WIRELESS PCS, LLC",11513,28640772033,830826.2132
604,KNKA818,"NEW CINGULAR WIRELESS PCS, LLC",12508,7766865951,334349.9006
605,KNKA819,"BELL ATLANTIC MOBILE OF ASHEVILLE, INC.",12717,8019207381,360706.9533
606,KNKA820,"NEW CINGULAR WIRELESS PCS, LLC",11831,9222402757,368886.4323
607,KNKA822,"NEW CINGULAR WIRELESS PCS, LLC",11949,28701253003,736778.9744
608,KNKA823,"NEW CINGULAR WIRELESS PCS, LLC",12918,8020758178,331680.4976
609,KNKN200,CELLCO PARTNERSHIP,12786,5655934163,311118.6823
610,KNKN201,"NEW CINGULAR WIRELESS PCS, LLC",11778,8438720057,384574.3639
611,KNKN202,VERIZON WIRELESS (VAW) LLC,11612,17771181465,687602.2954
612,KNKN203,"NEW CINGULAR WIRELESS PCS, LLC",13076,32305308563,711309.0918
613,KNKN204,"ACS WIRELESS LICENSE SUB, INC.",12485,2.42053E+11,4863108.499
614,KNKN205,CELLCO PARTNERSHIP,11748,23494079912,602507.4882
615,KNKN206,"NEW CINGULAR WIRELESS PCS, LLC",12503,49310412041,1197313.252
616,KNKN207,"UNITED STATES CELLULAR OPERATING COMPANY OF WASHINGTON-4, INC.",12000,20264581415,662568.7415
617,KNKN208,"SMITH BAGLEY, INC.",12539,1.25868E+11,1965583.164
618,KNKN209,"NEW CINGULAR WIRELESS PCS, LLC",13072,72183196798,1534183.529
619,KNKN210,"NEW CINGULAR WIRELESS PCS, LLC",12990,77799444836,1505083.555
620,KNKN211,"NEW CINGULAR WIRELESS PCS, LLC",13124,1.02689E+11,1948957.584
621,KNKN212,WWC LICENSE LLC,13320,32976374603,1092272.141
622,KNKN213,MCDANIEL CELLULAR TELEPHONE COMPANY,12161,45222988494,1047497.855
623,KNKN214,"NEW CINGULAR WIRELESS PCS, LLC",11899,1.24171E+11,2411383.257
624,KNKN215,"NEW CINGULAR WIRELESS PCS, LLC",12565,96364773663,2083907.256
625,KNKN216,"NEW CINGULAR WIRELESS PCS, LLC",12941,19337427066,911491.9493
626,KNKN217,"NEW CINGULAR WIRELESS PCS, LLC",12920,85388150135,1796358.772
627,KNKN218,"NEW CINGULAR WIRELESS PCS, LLC",12492,96793746893,1486834.533
628,KNKN219,SACRAMENTO VALLEY LP,11717,13607069699,529051.7983
629,KNKN220,CELLCO PARTNERSHIP,13006,11919295175,528531.7205
630,KNKN221,CELLCO PARTNERSHIP,12787,17589292704,573407.3283
631,KNKN222,CELLCO PARTNERSHIP,12622,32375860273,714525.657
632,KNKN223,"COMMNET OF NEVADA, LLC",13002,2.02992E+11,3896830.474
633,KNKN224,WWC LICENSE LLC,13315,72649947638,2015039.622
634,KNKN225,"NEW CINGULAR WIRELESS PCS, LLC",12968,47019257586,1179114.101
635,KNKN226,"CELLULAR, INC. FINANCIAL CORPORATION",12919,1.77131E+11,3108724.505
636,KNKN227,MODOC RSA LP,12962,58375741732,1265331.079
637,KNKN228,CELLCO PARTNERSHIP,11663,28616575413,1204625.008
638,KNKN229,SACRAMENTO VALLEY LP,12963,25224812362,819418.8565
639,KNKN230,WWC LICENSE LLC,11939,68891823862,2089782.838
640,KNKN231,"NEW CINGULAR WIRELESS PCS, LLC",12982,60004280000,1177558.379
641,KNKN232,VERIZON WIRELESS (VAW) LLC,13052,1.16092E+11,1895054.085
642,KNKN233,SACRAMENTO VALLEY LP,12742,87468000058,1991521.092
643,KNKN234,IDAHO 6COMPANYCLARK LP,12728,1.14085E+11,1546836.179
644,KNKN235,UNION TELEPHONE COMPANY,11700,4048807226,234406.7346
645,KNKN236,UINTAH BASIN ELECTRONIC TELECOMMUNICATIONS D/B/A STRATA NETWORKS,12403,52279930125,917542.151
646,KNKN237,"CELLULAR, INC. FINANCIAL CORPORATION",12762,87193013534,1215059.122
647,KNKN238,VERIZON WIRELESS (VAW) LLC,12939,57640570917,1060691.573
648,KNKN239,FRESNO MSA LP,11701,13247526965,588927.2218
649,KNKN240,CALIFORNIA RSA 3 LP,13005,29466738454,842992.7338
650,KNKN241,SACRAMENTO VALLEY LP,13249,19027091666,692135.2346
651,KNKN242,WASATCH UTAH RSA 2 LP,13161,20808161847,715457.6455
652,KNKN243,VERIZON WIRELESS (VAW) LLC,12741,46558206786,864165.8635
653,KNKN244,WYOMING 1COMPANYPARK LP,12972,73026590800,1422178.386
654,KNKN245,"NEW CINGULAR WIRELESS PCS, LLC",11702,48773974116,926830.6241
655,KNKN246,"NEW CINGULAR WIRELESS PCS, LLC",11834,21709449833,730406.9321
656,KNKN247,"ALLTEL COMMUNICATIONS, LLC",12128,8713736135,558904.7
657,KNKN248,"NEW CINGULAR WIRELESS PCS, LLC",13368,1.09341E+11,1835608.351
658,KNKN250,"NEW CINGULAR WIRELESS PCS, LLC",13254,25944737438,739136.9198
659,KNKN251,"ALLTEL COMMUNICATIONS, LLC",11711,52753420637,1232005.713
660,KNKN252,"NEW CINGULAR WIRELESS PCS, LLC",11657,16284497781,538841.0969
661,KNKN253,"NEW CINGULAR WIRELESS PCS, LLC",11707,86301220437,1533734.889
662,KNKN255,"NEW CINGULAR WIRELESS PCS, LLC",13074,30555310596,1270416.817
663,KNKN256,VERIZON WIRELESS (VAW) LLC,12038,33047029744,963529.7824
664,KNKN257,CELLCO PARTNERSHIP,11714,37942246193,881228.8109
665,KNKN258,"OREGON RSA 2, INC.",12146,47237855228,1364696.047
666,KNKN259,UNION TELEPHONE COMPANY,12745,2.289E+11,2676005.059
667,KNKN260,"CALIFORNIA RURAL SERVICE AREA 1, INC.",12199,33230136732,774818.3293
668,KNKN261,"ACS WIRELESS LICENSE SUB, INC.",12455,2.41697E+11,4041512.633
669,KNKN262,VERIZON WIRELESS (VAW) LLC,12437,49255861362,1075172.819
670,KNKN263,GOLD CREEK CELLULAR OF MONTANA LP,13174,8346485804,470848.7439
671,KNKN264,VERIZON WIRELESS (VAW) LLC,12776,43382022653,1341153.882
672,KNKN265,NEW MEXICO RSA 6COMPANYI PARTNERSHIP,12652,29363114794,1000612.508
673,KNKN266,"OREGON RSA 2, INC.",12121,60040946868,1463362.342
674,KNKN267,"CALIFORNIA RURAL SERVICE AREA 1, INC.",12218,70881028681,1996253.769
675,KNKN268,"NEW CINGULAR WIRELESS PCS, LLC",11879,49685676242,1028794.796
676,KNKN269,WWC LICENSE LLC,11950,18558652564,731122.0202
677,KNKN270,"NEW CINGULAR WIRELESS PCS, LLC",12940,60431534774,2077644.085
678,KNKN272,"NEW CINGULAR WIRELESS PCS, LLC",12499,46096214327,876293.0177
679,KNKN273,"NEW CINGULAR WIRELESS PCS, LLC",12567,37077429534,824777.1697
680,KNKN274,UNITED STATES CELLULAR OPERATING COMPANY LLC,12697,32763693343,903686.1078
681,KNKN275,UNITED STATES CELLULAR OPERATING COMPANY LLC,12698,22263032407,705978.5627
682,KNKN276,"NEW CINGULAR WIRELESS PCS, LLC",13075,93983319815,1954941.511
683,KNKN277,"RCC MINNESOTA, INC.",13145,42905014644,949872.1612
684,KNKN278,"NEW CINGULAR WIRELESS PCS, LLC",13323,14925391444,613764.6682
685,KNKN279,"FARMERS CELLULAR TELEPHONE COMPANY, INC.",11977,17375926371,545022.395
686,KNKN280,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER IOWA, LLC",11998,25590495390,747537.6164
687,KNKN282,"NEW CINGULAR WIRELESS PCS, LLC",12378,39412715502,908057.9676
688,KNKN283,"NEW CINGULAR WIRELESS PCS, LLC",11791,71696024405,1601820.763
689,KNKN284,"UNITED STATES CELLULAR OPERATING COMPANY NEBRASKA/KANSAS, LLC",13403,27532864531,1308321.869
690,KNKN285,"NEW CINGULAR WIRELESS PCS, LLC",13007,55292948992,1964758.009
691,KNKN286,"NEW CINGULAR WIRELESS PCS, LLC",12577,69922362887,2053996.927
692,KNKN288,COLORADO 7 COMPANY SAGUACHE LP,13012,22728101109,682047.8625
693,KNKN289,VERIZON WIRELESS (VAW) LLC,12515,56086331562,1036376.329
694,KNKN290,"MIDWEST WIRELESS COMMUNICATIONS, LLC",12005,43650726104,957059.6242
695,KNKN291,"SAGEBRUSH CELLULAR, INC.",11713,44115095810,1151428.036
696,KNKN292,GOLD CREEK CELLULAR OF MONTANA LP,13175,62479155033,1366723.141
697,KNKN293,VERIZON WIRELESS (VAW) LLC,13314,1.02962E+11,1793664.994
698,KNKN294,WISCONSIN RSA 10 LP,13360,20876346933,696511.2276
699,KNKN295,"NEW CINGULAR WIRELESS PCS, LLC",12454,44638134267,1209867.408
700,KNKN296,"NEW CINGULAR WIRELESS PCS, LLC",11750,15257152068,530212.0373
701,KNKN297,"ALLTEL COMMUNICATIONS, LLC",12362,61992463993,2195183.384
702,KNKN298,"NEW CINGULAR WIRELESS PCS, LLC",11900,41025730279,1727786.785
703,KNKN300,VERIZON WIRELESS (VAW) LLC,11874,48994686316,1230314.985
704,KNKN301,GTE MOBILNET OF SANTA BARBARA LP,11870,34659520405,830579.4317
705,KNKN302,GOLD CREEK CELLULAR OF MONTANA LP,12504,51318538887,1358574.537
706,KNKN303,"CELLULAR, INC. FINANCIAL CORPORATION",12615,38882068334,791008.2594
707,KNKN304,CELLULAR INC. NETWORK CORPORATION,13313,81396304866,1416050.153
708,KNKN305,VERIZON WIRELESS (VAW) LLC,11743,44333501640,1452214.503
709,KNKN306,WWC LICENSE LLC,12392,1.00637E+11,1781009.814
710,KNKN307,"NEW CINGULAR WIRELESS PCS, LLC",11820,16111856331,525010.6114
711,KNKN308,"NEW CINGULAR WIRELESS PCS, LLC",13243,79650463188,1794480.83
712,KNKN309,"NEW CINGULAR WIRELESS PCS, LLC",13408,60032894485,1097184.627
713,KNKN310,UNITED STATES CELLULAR OPERATING COMPANY LLC,13059,22638611573,599936.0894
714,KNKN311,UNITED STATES CELLULAR OPERATING COMPANY LLC,12696,43075033753,940507.8629
715,KNKN312,"NEW CINGULAR WIRELESS PCS, LLC",12387,68141398700,1403079.526
716,KNKN313,GTE MOBILNET OF INDIANA RSA 3 LP,13296,14306049455,545839.17
717,KNKN314,MIDWEST WIRELESS IOWA LLC,11742,23141770588,714200.1866
718,KNKN315,CELLULAR INC. NETWORK CORPORATION,12758,34124033138,668415.6225
719,KNKN316,GOLD CREEK CELLULAR OF MONTANA LP,13229,51960390351,1425248.762
720,KNKN317,"SOUTHWESTCO WIRELESS, L.P.",11712,46098953302,1131820.699
721,KNKN318,"SOUTHWESTCO WIRELESS, L.P.",11694,1771023641,149821.4746
722,KNKN319,AIRTOUCH CELLULAR,11718,7239583306,315414.5516
723,KNKN320,E.N.M.R. TELEPHONE COOPERATIVE,12611,83581315482,1239670.605
724,KNKN321,NORTHWEST DAKOTA CELLULAR OF NORTH DAKOTA LP,12723,66977912575,1313435.249
725,KNKN322,"OREGON RSA 2, INC.",13353,66223388097,1631875.13
726,KNKN323,"CELLULAR, INC. FINANCIAL CORPORATION",12626,94521244274,1184853.097
727,KNKN324,MILWAUKEE SMSA LP,11613,19643547177,731024.1369
728,KNKN325,MADISON SMSA LP,11658,18411568221,652341.5174
729,KNKN326,APPLETONCOMPANYOSHKOSH-NEENAH MSA LP,13396,13332361297,529005.2475
730,KNKN327,"NE COLORADO CELLULAR, INC.",12487,48958652163,922431.3786
731,KNKN328,"NEW CINGULAR WIRELESS PCS, LLC",13034,39169693361,1060156.749
732,KNKN329,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER IOWA, LLC",12674,22806915190,628549.2546
733,KNKN330,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER IOWA, LLC",12151,19957561438,593691.1065
734,KNKN331,"UNITED STATES CELLULAR OPERATING COMPANY NEBRASKA/KANSAS, LLC",11904,16264273382,556902.0484
735,KNKN332,"RCC MINNESOTA, INC.",12411,1.31571E+11,2006171.256
736,KNKN333,"NEW CINGULAR WIRELESS PCS, LLC",13231,32305868034,1179953.083
737,KNKN334,WWC TEXAS RSA LP,13136,32486240051,1261070.555
738,KNKN335,WWC TEXAS RSA LP,11901,57410978854,1692976.502
739,KNKN336,"NEW CINGULAR WIRELESS PCS, LLC",12774,39065701561,1027966.251
740,KNKN337,"NEW CINGULAR WIRELESS PCS, LLC",11848,32024571473,906226.1126
741,KNKN339,WWC LICENSE LLC,12683,53901547789,1464092.933
742,KNKN340,"NEW CINGULAR WIRELESS PCS, LLC",12524,30538034444,785438.9971
743,KNKN341,IOWA RSA 9 LP,13303,19452079127,614074.4293
744,KNKN343,"NEW CINGULAR WIRELESS PCS, LLC",12959,1.02132E+11,1512728.729
745,KNKN344,"NEW CINGULAR WIRELESS PCS, LLC",12472,66965126018,1266960.786
746,KNKN345,"NEW CINGULAR WIRELESS PCS, LLC",12973,35353494208,797543.4822
747,KNKN346,CALIFORNIA RSA 4 LP,12449,48587255044,1302248.023
748,KNKN347,CELLULAR INC. NETWORK CORPORATION,13013,47766907500,1228976.204
749,KNKN348,CELLULAR INC. NETWORK CORPORATION,13010,34903565401,817907.9338
750,KNKN349,CELLULAR INC. NETWORK CORPORATION,12536,20749171508,778250.8542
751,KNKN350,SAN ISABEL CELLULAR OF COLORADO LP,13011,20832041641,745520.2947
752,KNKN351,MIDWEST WIRELESS IOWA LLC,11725,17097138620,526816.1512
753,KNKN352,"RCC MINNESOTA, INC.",11955,51169788758,1148839.923
754,KNKN353,GOLD CREEK CELLULAR OF MONTANA LP,13230,29221862012,1227091.237
755,KNKN354,GOLD CREEK CELLULAR OF MONTANA LP,13179,11727302664,569149.1786
756,KNKN355,GOLD CREEK CELLULAR OF MONTANA LP,12388,83138797654,1613757.523
757,KNKN356,NORTH DAKOTA 5COMPANYKIDDER LP,13312,51477188243,1108094.884
758,KNKN357,CELLULAR INC. NETWORK CORPORATION,13269,32421255607,772753.4973
759,KNKN358,CELLULAR INC. NETWORK CORPORATION,12967,53459699564,982304.8173
760,KNKN359,SEATTLE SMSA LP,12516,85652130431,1704425.628
761,KNKN360,"ALLTEL COMMUNICATIONS WIRELESS OF LOUISIANA, INC.",12541,57013842785,1213481.363
762,KNKN361,"CELLULAR, INC. FINANCIAL CORPORATION",12792,65244834702,1846243.842
763,KNKN362,MIDWEST WIRELESS IOWA LLC,13263,24502211588,692912.5972
764,KNKN363,IOWA RSA 10 LLC,11724,23460202275,634510.8994
765,KNKN364,MIDWEST WIRELESS IOWA LLC,13310,22949427922,646139.3724
766,KNKN365,"ALLTEL COMMUNICATIONS OF NEBRASKA, INC.",12139,27303852913,701292.8897
767,KNKN366,NEW MEXICO RSA 5 LP,12767,38875972429,954058.6467
768,KNKN367,NORTH CENTRAL RSA 2 OF NORTH DAKOTA LIMINTED PARTNERSHIP,13311,57753055130,1186533.736
769,KNKN368,"RCC MINNESOTA, INC.",13065,70449829305,1074992.479
770,KNKN369,TEXAS RSA 6 LP,13225,27133947610,879787.6977
771,KNKN370,"CELLULAR, INC. FINANCIAL CORPORATION",13133,40206764552,870421.6046
772,KNKN371,"PUERTO RICO TELEPHONE COMPANY, INC.",12176,2252966283,175716.1954
773,KNKN372,"NEW CINGULAR WIRELESS PCS, LLC",11524,30866648348,800826.3791
774,KNKN373,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER IOWA, LLC",13134,31426267761,732252.3187
775,KNKN374,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER IOWA, LLC",12410,18545653841,559109.5429
776,KNKN375,"NEW CINGULAR WIRELESS PCS, LLC",13085,75776614718,1328650.758
777,KNKN376,"NEW CINGULAR WIRELESS PCS, LLC",11574,14374632328,558657.4055
778,KNKN377,CELLCO PARTNERSHIP,11773,15321501991,570316.2378
779,KNKN378,"UNITED STATES CELLULAR OPERATING COMPANY OF GREATER MISSOURI, LLC",12158,10394315342,415958.0408
780,KNKN379,CELLCO PARTNERSHIP,12235,18620378824,577408.0459
781,KNKN380,"NEW CINGULAR WIRELESS PCS, LLC",13143,1.21815E+11,2540466.615
782,KNKN381,"NEW CINGULAR WIRELESS PCS, LLC",13126,79212253240,2068930.483
783,KNKN382,"NEW CINGULAR WIRELESS PCS, LLC",13391,84873258265,2239489.276
784,KNKN383,"SAGIR, INC.",12155,48440396050,969502.3458
785,KNKN384,"NEW CINGULAR WIRELESS PCS, LLC",12564,45497823580,1031802.1
786,KNKN385,"NEW CINGULAR WIRELESS PCS, LLC",13369,72542208261,1076542.736
787,KNKN386,"NEW CINGULAR WIRELESS PCS, LLC",13060,31773656317,738486.8678
788,KNKN387,UNION TELEPHONE COMPANY,12746,85641399888,1453242.118
789,KNKN388,SOUTHERN INDIANA RSA LP,13164,15519929686,525666.5441
790,KNKN389,IOWA RSA 5 LIMITED PARTNESHIP,13216,22124809011,606205.1707
791,KNKN390,"ALLTEL COMMUNICATIONS, LLC",11944,17602504461,542076.4205
792,KNKN391,"NEW CINGULAR WIRELESS PCS, LLC",12809,23672420783,736796.3207
793,KNKN392,"ALLTEL COMMUNICATIONS OF NEBRASKA, INC.",12167,44816949407,999129.465
794,KNKN393,CELLCO PARTNERSHIP,13067,76471282003,1371391.208
795,KNKN394,"CELLULAR, INC. FINANCIAL CORPORATION",13268,1.04779E+11,1251776.733
796,KNKN395,WISCONSIN RSA 4 LP,13333,37588298988,800334.0631
797,KNKN396,MIDWEST WIRELESS WISCONSIN LLC,12422,21759239926,679987.0408
798,KNKN397,"PUERTO RICO TELEPHONE COMPANY, INC.",12172,7471293594,340326.7473
799,KNKN398,COLORADO RSA 3 LP,13288,74002198838,1352774.377
800,KNKN399,CELLULAR INC. NETWORK CORPORATION,13003,31800232312,1122797.871
801,KNKN400,IDAHO RSA 3 LP,11676,47932993396,1158029.385
802,KNKN401,"CELLULAR, INC. FINANCIAL CORPORATION",12490,56623967686,1393356.534
803,KNKN402,"RCC MINNESOTA, INC.",11730,44463942972,949442.1843
804,KNKN403,"MIDWEST WIRELESS COMMUNICATIONS, LLC",12006,31603632148,790517.673
805,KNKN404,"ALLTEL COMMUNICATIONS OF NEBRASKA, INC.",12217,66342856347,1912916.077
806,KNKN405,ALLIED WIRELESS COMMUNICATIONS CORPORATION,12131,8030868162,332495.2406
807,KNKN406,WISCONSIN RSA 7 LP D/B/A ELEMENT MOBILE,13359,41269212103,894505.1594
808,KNKN407,"NEW CINGULAR WIRELESS PCS, LLC",11529,1.69418E+11,3045852.21
809,KNKN408,"CELLULAR, INC. FINANCIAL CORPORATION",12628,60019966967,1322819.932
810,KNKN409,"NEW CINGULAR WIRELESS PCS, LLC",12804,40832140237,1313485.145
811,KNKN410,CELLCO PARTNERSHIP,11550,6240912641,322651.3622
812,KNKN411,VERIZON WIRELESS (VAW) LLC,11903,41869018911,878830.187
813,KNKN412,NEW MEXICO RSA 3 LP,12684,69608751958,1875528.46
814,KNKN413,VERIZON WIRELESS (VAW) LLC,12029,36235524081,987162.9669
815,KNKN414,"PUERTO RICO TELEPHONE COMPANY, INC.",12171,4173483871,330286.4529
816,KNKN415,"ALLTEL COMMUNICATIONS, LLC",11753,26698204959,656802.5581
817,KNKN416,"MIDWEST WIRELESS COMMUNICATIONS, LLC",12007,44805445008,1020361.532
818,KNKN417,INDIANA RSA 5 LP,13107,17852172106,558035.5277
819,KNKN418,"RCC MINNESOTA, INC.",11532,49241286577,1525228.342
820,KNKN419,"ALLTEL COMMUNICATIONS WIRELESS, INC.",12200,15812821033,508894.4823
821,KNKN420,"CELLULAR, INC. FINANCIAL CORPORATION",13308,30569863172,882666.4621
822,KNKN421,"RCC MINNESOTA, INC.",11729,71062717696,1140335.758
823,KNKN422,"MIDWEST WIRELESS COMMUNICATIONS, LLC",12445,30765887053,794491.2087
824,KNKN423,"ALLTEL COMMUNICATIONS OF NEBRASKA, INC.",12141,29688856053,781954.8185
825,KNKN424,"ALLTEL COMMUNICATIONS OF NEBRASKA, INC.",12136,37104424366,788287.4735
